applicant_id,annual_income,loan_amount,credit_score,employment_type,loan_purpose,debt_to_income,credit_utilization,repayment_history_score,num_late_payments,default_actual,default_probability,credit_risk_score,risk_band,decision
APP037469,158231.0,211465.0,625,salaried,education,1.3364,0.2355,100.0,0,0,0.017,890,Very Low,Auto-Approve
APP008179,297078.0,730840.0,772,salaried,personal_loan,2.4601,0.2265,100.0,1,0,0.0027,898,Very Low,Auto-Approve
APP037148,120000.0,550105.0,802,freelance,personal_loan,4.5842,0.2651,100.0,1,0,0.1151,831,Low,Approve
APP042730,199971.0,687040.0,812,self_employed,auto_loan,3.4357,0.3787,100.0,0,0,0.0776,853,Very Low,Auto-Approve
APP028508,488079.0,1043798.0,695,salaried,personal_loan,2.1386,0.4056,100.0,0,0,0.0037,898,Very Low,Auto-Approve
APP009993,120000.0,61335.0,439,freelance,personal_loan,0.5111,0.2234,67.95,2,1,0.7253,465,Very High,Decline
APP036018,120000.0,69414.0,535,salaried,home_loan,0.5785,0.1961,84.75,0,0,0.3823,671,Medium,Manual Review
APP031676,120000.0,556341.0,440,freelance,home_loan,4.6362,0.1554,86.0,1,1,0.9732,316,Very High,Decline
APP012942,351972.0,369912.0,480,self_employed,home_loan,1.051,0.2759,94.0,0,1,0.151,809,Low,Approve
APP032209,120000.0,112300.0,528,salaried,personal_loan,0.9358,0.276,90.4,1,0,0.1972,782,Low,Approve
APP027204,154115.0,322888.0,324,self_employed,education,2.0951,0.5248,86.2,0,0,0.8647,381,Very High,Decline
APP024435,120000.0,566305.0,394,self_employed,education,4.7192,0.123,77.7,0,1,0.9863,308,Very High,Decline
APP029146,159218.0,233751.0,443,self_employed,home_loan,1.4681,0.112,74.15,1,1,0.7088,475,Very High,Decline
APP049522,120000.0,88798.0,703,self_employed,personal_loan,0.74,0.4316,93.15,2,0,0.0065,896,Very Low,Auto-Approve
APP019444,120000.0,359674.0,562,freelance,personal_loan,2.9973,0.4468,86.1,2,0,0.3082,715,Medium,Manual Review
APP031040,120000.0,45589.0,605,salaried,home_loan,0.3799,0.3233,82.25,1,0,0.0342,880,Very Low,Auto-Approve
APP044213,165301.0,424452.0,462,salaried,personal_loan,2.5678,0.1943,75.1,1,1,0.7994,420,Very High,Decline
APP039117,120000.0,450758.0,519,freelance,auto_loan,3.7563,0.1684,77.95,1,1,0.9839,310,Very High,Decline
APP049494,226181.0,641693.0,433,self_employed,business,2.8371,0.0613,73.65,1,1,0.7667,440,Very High,Decline
APP037409,120000.0,307308.0,356,self_employed,auto_loan,2.5609,0.5788,75.8,0,1,0.8996,360,Very High,Decline
APP036856,120000.0,114631.0,710,salaried,education,0.9553,0.3011,87.5,1,0,0.0051,897,Very Low,Auto-Approve
APP043748,120000.0,406497.0,509,self_employed,auto_loan,3.3875,0.166,89.45,1,1,0.9607,324,Very High,Decline
APP015070,156912.0,334271.0,802,salaried,personal_loan,2.1303,0.2848,100.0,1,0,0.0025,898,Very Low,Auto-Approve
APP003654,187521.0,390288.0,832,salaried,personal_loan,2.0813,0.096,100.0,0,0,0.0026,898,Very Low,Auto-Approve
APP045201,120000.0,492675.0,559,salaried,education,4.1056,0.2673,97.95,0,0,0.6539,508,Very High,Decline
APP034681,120000.0,449732.0,490,salaried,business,3.7478,0.3993,94.5,0,1,0.9158,351,Very High,Decline
APP032374,120000.0,119952.0,787,self_employed,auto_loan,0.9996,0.149,100.0,1,0,0.0028,898,Very Low,Auto-Approve
APP021846,185034.0,104389.0,501,salaried,personal_loan,0.5642,0.4578,83.05,2,0,0.2876,727,Medium,Manual Review
APP035250,120000.0,201263.0,574,salaried,personal_loan,1.6772,0.1183,98.7,0,0,0.0157,891,Very Low,Auto-Approve
APP037586,130513.0,626761.0,323,freelance,personal_loan,4.8023,0.4002,74.15,2,1,0.9978,301,Very High,Decline
APP027941,120000.0,237953.0,884,self_employed,auto_loan,1.9829,0.1836,100.0,0,0,0.0033,898,Very Low,Auto-Approve
APP013520,120000.0,588493.0,497,self_employed,education,4.9041,0.3651,76.85,1,1,0.9884,307,Very High,Decline
APP012043,120000.0,438502.0,732,business_owner,personal_loan,3.6542,0.233,100.0,1,0,0.1771,794,Low,Approve
APP028515,120000.0,515031.0,382,salaried,education,4.2919,0.4996,83.1,1,1,0.9368,338,Very High,Decline
APP007473,197357.0,419868.0,605,business_owner,education,2.1275,0.5872,100.0,0,0,0.0975,842,Very Low,Auto-Approve
APP010501,120000.0,148088.0,791,salaried,business,1.2341,0.1209,97.55,0,0,0.0018,899,Very Low,Auto-Approve
APP024001,120000.0,277667.0,877,self_employed,personal_loan,2.3139,0.4645,89.85,0,0,0.0777,853,Very Low,Auto-Approve
APP024844,120000.0,38397.0,354,salaried,auto_loan,0.32,0.113,63.7,2,1,0.581,551,High,Decline
APP007571,120000.0,111484.0,768,salaried,home_loan,0.929,0.1674,100.0,0,0,0.0015,899,Very Low,Auto-Approve
APP038240,120000.0,256016.0,868,salaried,home_loan,2.1335,0.1851,100.0,1,0,0.0006,900,Very Low,Auto-Approve
APP030721,121485.0,29649.0,302,salaried,home_loan,0.2441,0.2867,73.1,0,0,0.2265,764,Low,Approve
APP047772,120000.0,560090.0,668,self_employed,home_loan,4.6674,0.2951,100.0,0,1,0.3892,666,Medium,Manual Review
APP017040,120000.0,585903.0,353,salaried,personal_loan,4.8825,0.5713,63.65,2,1,0.9968,302,Very High,Decline
APP023241,120000.0,189871.0,877,salaried,personal_loan,1.5823,0.1573,100.0,1,0,0.0017,899,Very Low,Auto-Approve
APP039984,120000.0,440744.0,321,self_employed,personal_loan,3.6729,0.3737,86.05,0,1,0.9363,338,Very High,Decline
APP015739,120000.0,353536.0,534,salaried,auto_loan,2.9461,0.1027,78.7,3,0,0.5232,586,High,Decline
APP009773,158013.0,82896.0,456,self_employed,business,0.5246,0.1716,68.8,0,1,0.9155,351,Very High,Decline
APP001910,120000.0,382659.0,509,salaried,auto_loan,3.1888,0.2677,83.45,0,1,0.9532,328,Very High,Decline
APP045330,120000.0,415009.0,324,salaried,personal_loan,3.4584,0.5312,74.2,0,1,0.9894,306,Very High,Decline
APP010467,120000.0,276583.0,689,salaried,personal_loan,2.3049,0.5123,100.0,0,0,0.0899,846,Very Low,Auto-Approve
APP033341,120000.0,216273.0,572,self_employed,personal_loan,1.8023,0.5861,98.6,0,0,0.1022,839,Low,Approve
APP036552,120000.0,427902.0,378,salaried,auto_loan,3.5658,0.3019,88.9,0,1,0.9512,329,Very High,Decline
APP047610,160671.0,78182.0,427,freelance,home_loan,0.4866,0.0171,91.35,0,0,0.2891,727,Medium,Manual Review
APP007157,120000.0,254122.0,383,salaried,home_loan,2.1177,0.0924,89.15,0,1,0.5816,551,High,Decline
APP003230,120000.0,245981.0,784,salaried,home_loan,2.0498,0.092,100.0,0,0,0.0015,899,Very Low,Auto-Approve
APP000989,149414.0,700609.0,547,business_owner,home_loan,4.6891,0.0727,97.35,0,1,0.892,365,Very High,Decline
APP040287,188819.0,269055.0,405,salaried,personal_loan,1.4249,0.1386,90.25,0,1,0.235,759,Low,Approve
APP026606,218999.0,585912.0,816,salaried,personal_loan,2.6754,0.343,100.0,0,0,0.0032,898,Very Low,Auto-Approve
APP004547,143455.0,86905.0,357,business_owner,home_loan,0.6058,0.0886,81.85,1,0,0.1131,832,Low,Approve
APP003812,120000.0,157107.0,826,self_employed,business,1.3092,0.3146,100.0,0,0,0.002,899,Very Low,Auto-Approve
APP046088,185939.0,622660.0,504,salaried,auto_loan,3.3487,0.1909,89.2,1,1,0.9163,350,Very High,Decline
APP041770,120000.0,353163.0,802,salaried,personal_loan,2.943,0.4533,100.0,1,0,0.0069,896,Very Low,Auto-Approve
APP025891,120000.0,361352.0,699,salaried,personal_loan,3.0113,0.5909,92.95,2,1,0.6615,503,Very High,Decline
APP039827,153671.0,649157.0,812,self_employed,education,4.2243,0.3684,100.0,0,0,0.0525,869,Very Low,Auto-Approve
APP030454,120000.0,351491.0,731,salaried,business,2.9291,0.3644,82.55,2,0,0.0884,847,Very Low,Auto-Approve
APP021594,120000.0,445208.0,312,salaried,business,3.7101,0.4833,85.6,0,1,0.9479,331,Very High,Decline
APP022794,120000.0,485889.0,427,salaried,personal_loan,4.0491,0.4263,79.35,0,1,0.9657,321,Very High,Decline
APP016541,120000.0,506853.0,849,self_employed,auto_loan,4.2238,0.0725,94.45,1,0,0.102,839,Low,Approve
APP011068,195330.0,845457.0,386,self_employed,auto_loan,4.3284,0.2113,59.3,1,1,0.9899,306,Very High,Decline
APP009302,352267.0,1601213.0,891,salaried,auto_loan,4.5454,0.0963,100.0,1,0,0.0373,878,Very Low,Auto-Approve
APP003438,120000.0,574922.0,840,salaried,personal_loan,4.791,0.3576,64.0,4,1,0.9328,340,Very High,Decline
APP008822,247138.0,443960.0,580,salaried,business,1.7964,0.5518,81.0,1,1,0.328,703,Medium,Manual Review
APP013973,120000.0,552870.0,394,self_employed,personal_loan,4.6072,0.2828,77.7,0,1,0.9927,304,Very High,Decline
APP029053,178299.0,710862.0,856,salaried,business,3.9869,0.2973,100.0,1,0,0.0822,851,Very Low,Auto-Approve
APP036390,120000.0,595845.0,529,salaried,business,4.9654,0.1497,96.45,0,1,0.9308,342,Very High,Decline
APP017411,120000.0,249026.0,500,salaried,personal_loan,2.0752,0.283,95.0,0,0,0.2746,735,Medium,Manual Review
APP006397,160556.0,155863.0,497,salaried,personal_loan,0.9708,0.4494,94.85,0,0,0.2582,745,Medium,Manual Review
APP021849,120000.0,280330.0,407,self_employed,home_loan,2.3361,0.234,72.35,3,0,0.879,373,Very High,Decline
APP008759,120000.0,113166.0,865,salaried,personal_loan,0.943,0.1859,100.0,0,0,0.0015,899,Very Low,Auto-Approve
APP025870,120000.0,473708.0,443,salaried,auto_loan,3.9476,0.4563,62.15,1,1,0.9934,304,Very High,Decline
APP024772,179458.0,392895.0,496,freelance,home_loan,2.1893,0.0663,70.8,2,0,0.7703,438,Very High,Decline
APP014404,228683.0,504339.0,646,freelance,personal_loan,2.2054,0.2565,100.0,0,0,0.0592,864,Very Low,Auto-Approve
APP031119,120000.0,369963.0,639,self_employed,personal_loan,3.083,0.4732,89.95,2,1,0.8355,399,Very High,Decline
APP007472,120000.0,40904.0,886,self_employed,business,0.3409,0.5582,100.0,0,0,0.0049,897,Very Low,Auto-Approve
APP029124,120000.0,117024.0,852,self_employed,auto_loan,0.9752,0.4155,100.0,1,0,0.0012,899,Very Low,Auto-Approve
APP004649,179735.0,667976.0,507,salaried,personal_loan,3.7165,0.2121,83.35,2,1,0.959,325,Very High,Decline
APP008082,152891.0,444560.0,738,self_employed,personal_loan,2.9077,0.2044,88.9,1,0,0.0359,878,Very Low,Auto-Approve
APP035450,220358.0,57844.0,751,salaried,personal_loan,0.2625,0.0697,100.0,0,0,0.0009,899,Very Low,Auto-Approve
APP002641,120000.0,498304.0,692,self_employed,personal_loan,4.1525,0.1313,100.0,0,0,0.2688,739,Medium,Manual Review
APP006831,136755.0,62131.0,785,self_employed,business,0.4543,0.4005,91.25,1,0,0.0014,899,Very Low,Auto-Approve
APP019215,303568.0,238627.0,881,business_owner,auto_loan,0.7861,0.0902,100.0,2,0,0.0013,899,Very Low,Auto-Approve
APP012200,120000.0,222897.0,358,self_employed,auto_loan,1.8575,0.375,81.9,1,1,0.4468,632,Medium,Manual Review
APP006164,120000.0,453961.0,835,salaried,personal_loan,3.783,0.2392,100.0,0,0,0.057,866,Very Low,Auto-Approve
APP010256,120000.0,413997.0,847,salaried,auto_loan,3.45,0.4757,100.0,0,0,0.0467,872,Very Low,Auto-Approve
APP024320,125471.0,590069.0,533,salaried,education,4.7028,0.0367,96.65,0,1,0.9081,355,Very High,Decline
APP024988,302096.0,969227.0,382,self_employed,home_loan,3.2083,0.0923,89.1,0,0,0.9321,341,Very High,Decline
APP002885,120000.0,569018.0,683,salaried,auto_loan,4.7418,0.3669,100.0,0,0,0.1463,812,Low,Approve
APP016621,268040.0,944117.0,624,business_owner,personal_loan,3.5223,0.4809,89.2,0,1,0.6253,525,High,Decline
APP028900,120000.0,581392.0,816,self_employed,personal_loan,4.8449,0.3191,100.0,0,0,0.159,805,Low,Approve
APP044533,120000.0,30864.0,600,salaried,home_loan,0.2572,0.4308,88.0,0,0,0.0118,893,Very Low,Auto-Approve
APP045925,236411.0,656587.0,589,salaried,personal_loan,2.7773,0.165,93.45,1,0,0.2451,753,Low,Approve
APP001813,120000.0,365141.0,688,salaried,personal_loan,3.0428,0.168,92.4,0,0,0.3976,661,Medium,Manual Review
APP007972,120000.0,328835.0,636,salaried,auto_loan,2.7403,0.3387,65.8,2,1,0.6636,502,Very High,Decline
APP040961,120000.0,37543.0,703,salaried,personal_loan,0.3129,0.0498,99.15,1,0,0.0014,899,Very Low,Auto-Approve
APP030811,120000.0,132563.0,591,business_owner,personal_loan,1.1047,0.1391,87.55,0,0,0.13,822,Low,Approve
APP047177,120000.0,368391.0,407,salaried,business,3.0699,0.3476,90.35,0,1,0.9263,344,Very High,Decline
APP042683,165725.0,225410.0,661,freelance,home_loan,1.3601,0.1648,100.0,0,0,0.023,886,Very Low,Auto-Approve
APP001106,181354.0,136706.0,415,salaried,home_loan,0.7538,0.3358,84.75,1,0,0.1287,823,Low,Approve
APP018372,210369.0,850253.0,845,self_employed,personal_loan,4.0417,0.2156,100.0,0,0,0.052,869,Very Low,Auto-Approve
APP004643,120000.0,108490.0,622,freelance,personal_loan,0.9041,0.5654,100.0,0,1,0.4271,644,Medium,Manual Review
APP000497,145776.0,481111.0,857,salaried,business,3.3003,0.0437,100.0,1,0,0.0317,881,Very Low,Auto-Approve
APP036095,139623.0,277044.0,683,salaried,personal_loan,1.9842,0.2524,98.15,1,0,0.0106,894,Very Low,Auto-Approve
APP023006,120000.0,42768.0,646,self_employed,home_loan,0.3564,0.5319,66.3,4,0,0.8492,390,Very High,Decline
APP018860,120000.0,402741.0,870,business_owner,home_loan,3.3562,0.3272,100.0,0,0,0.0294,882,Very Low,Auto-Approve
APP027243,120000.0,242915.0,834,salaried,home_loan,2.0243,0.2263,100.0,1,0,0.0018,899,Very Low,Auto-Approve
APP016780,120000.0,423606.0,717,business_owner,education,3.53,0.1934,100.0,0,0,0.1874,788,Low,Approve
APP048976,120000.0,578006.0,811,salaried,auto_loan,4.8167,0.378,98.55,0,1,0.1306,822,Low,Approve
APP011124,120000.0,474609.0,567,salaried,personal_loan,3.9551,0.2927,98.35,0,1,0.6179,529,High,Decline
APP014817,120000.0,591920.0,617,salaried,personal_loan,4.9327,0.1981,88.85,0,1,0.86,384,Very High,Decline
APP037571,221986.0,200345.0,683,salaried,education,0.9025,0.2677,100.0,0,0,0.004,898,Very Low,Auto-Approve
APP027980,203330.0,86684.0,494,salaried,business,0.4263,0.2573,82.7,0,0,0.2538,748,Medium,Manual Review
APP029713,120000.0,576068.0,452,salaried,business,4.8006,0.0671,86.6,1,1,0.9016,359,Very High,Decline
APP003160,134082.0,614247.0,322,salaried,personal_loan,4.5811,0.3148,86.1,0,1,0.9548,327,Very High,Decline
APP026001,124753.0,281889.0,659,self_employed,auto_loan,2.2596,0.0675,96.95,1,0,0.0237,886,Very Low,Auto-Approve
APP005053,120000.0,388204.0,392,salaried,business,3.235,0.0318,83.6,1,1,0.9419,335,Very High,Decline
APP032126,120000.0,540439.0,693,salaried,business,4.5037,0.3988,92.65,0,1,0.4092,654,Medium,Manual Review
APP009538,120000.0,289319.0,456,freelance,personal_loan,2.411,0.0961,86.8,1,1,0.4895,606,High,Decline
APP018646,120000.0,469915.0,391,salaried,home_loan,3.916,0.3077,71.55,1,1,0.9768,314,Very High,Decline
APP000878,120000.0,521956.0,469,freelance,personal_loan,4.3496,0.347,87.45,1,1,0.9846,309,Very High,Decline
APP004348,120000.0,174720.0,307,salaried,personal_loan,1.456,0.3251,67.35,1,1,0.7612,443,Very High,Decline
APP022984,120000.0,225575.0,445,business_owner,home_loan,1.8798,0.2051,92.25,0,0,0.1419,815,Low,Approve
APP016281,120000.0,35345.0,490,salaried,auto_loan,0.2945,0.386,88.5,1,0,0.0596,864,Very Low,Auto-Approve
APP004478,120000.0,502342.0,385,salaried,auto_loan,4.1862,0.2428,89.25,0,1,0.9417,335,Very High,Decline
APP011406,120000.0,305198.0,794,salaried,personal_loan,2.5433,0.2567,100.0,0,0,0.0024,899,Very Low,Auto-Approve
APP022913,148809.0,462695.0,652,salaried,personal_loan,3.1093,0.4231,90.6,2,0,0.6598,504,Very High,Decline
APP027569,120000.0,353152.0,711,salaried,personal_loan,2.9429,0.2144,100.0,0,0,0.0105,894,Very Low,Auto-Approve
APP004147,120000.0,549326.0,307,salaried,personal_loan,4.5777,0.5643,79.35,1,1,0.9538,328,Very High,Decline
APP004585,120000.0,335548.0,660,salaried,education,2.7962,0.264,85.0,3,0,0.1084,835,Low,Approve
APP009984,120000.0,49263.0,492,salaried,auto_loan,0.4105,0.0953,82.6,0,1,0.3265,704,Medium,Manual Review
APP021200,175243.0,254012.0,687,salaried,home_loan,1.4495,0.1835,86.35,3,0,0.0079,895,Very Low,Auto-Approve
APP026077,120000.0,124968.0,431,salaried,personal_loan,1.0414,0.2306,91.55,0,0,0.2452,753,Low,Approve
APP004566,175875.0,236704.0,308,salaried,personal_loan,1.3459,0.1982,85.4,0,1,0.272,737,Medium,Manual Review
APP037894,120000.0,172280.0,849,salaried,home_loan,1.4357,0.2087,100.0,0,0,0.0015,899,Very Low,Auto-Approve
APP027041,120000.0,155422.0,617,salaried,education,1.2952,0.3562,100.0,0,0,0.0158,891,Very Low,Auto-Approve
APP027565,120000.0,317835.0,458,salaried,personal_loan,2.6486,0.0694,86.9,1,0,0.3634,682,Medium,Manual Review
APP011446,159380.0,272135.0,329,freelance,home_loan,1.7075,0.4808,80.45,1,0,0.4864,608,High,Decline
APP005506,120000.0,591245.0,856,salaried,business,4.927,0.3906,100.0,0,0,0.0635,862,Very Low,Auto-Approve
APP016079,120000.0,525859.0,489,salaried,personal_loan,4.3822,0.2449,70.45,2,1,0.9938,304,Very High,Decline
APP011010,158490.0,85073.0,705,self_employed,auto_loan,0.5368,0.1423,100.0,0,0,0.0035,898,Very Low,Auto-Approve
APP028777,120000.0,123457.0,452,self_employed,education,1.0288,0.2672,74.6,1,1,0.4038,658,Medium,Manual Review
APP048728,120000.0,251733.0,781,salaried,home_loan,2.0978,0.2523,100.0,1,0,0.0018,899,Very Low,Auto-Approve
APP041882,136115.0,201076.0,446,salaried,personal_loan,1.4773,0.0182,92.3,0,0,0.2254,765,Low,Approve
APP033788,147437.0,91525.0,464,self_employed,personal_loan,0.6208,0.2655,93.2,0,0,0.1988,781,Low,Approve
APP014651,120000.0,474764.0,575,freelance,personal_loan,3.9564,0.0323,92.75,1,0,0.68,492,Very High,Decline
APP041079,120000.0,439548.0,840,business_owner,auto_loan,3.6629,0.4587,100.0,2,0,0.2966,722,Medium,Manual Review
APP038781,253910.0,319836.0,886,business_owner,business,1.2596,0.43,100.0,0,0,0.0011,899,Very Low,Auto-Approve
APP048653,120000.0,468923.0,431,salaried,business,3.9077,0.1965,73.55,3,1,0.9875,308,Very High,Decline
APP016487,120000.0,200341.0,671,salaried,home_loan,1.6695,0.1656,97.55,1,0,0.0175,889,Very Low,Auto-Approve
APP001147,120000.0,314456.0,306,salaried,education,2.6205,0.3135,67.3,1,1,0.892,365,Very High,Decline
APP022526,120000.0,39922.0,382,salaried,auto_loan,0.3327,0.5922,89.1,0,0,0.2548,747,Medium,Manual Review
APP032912,120000.0,89068.0,352,freelance,auto_loan,0.7422,0.1973,87.6,0,0,0.1898,786,Low,Approve
APP022498,120000.0,70198.0,841,salaried,home_loan,0.585,0.1008,100.0,2,0,0.0012,899,Very Low,Auto-Approve
APP031455,166252.0,484311.0,880,salaried,personal_loan,2.9131,0.1302,100.0,0,0,0.0111,893,Very Low,Auto-Approve
APP012786,120000.0,157964.0,315,salaried,auto_loan,1.3164,0.0278,85.75,0,1,0.2378,757,Low,Approve
APP000792,120000.0,298568.0,598,business_owner,personal_loan,2.4881,0.0884,99.9,0,0,0.1024,839,Low,Approve
APP008455,120000.0,288482.0,858,business_owner,personal_loan,2.404,0.4519,94.9,1,0,0.0025,899,Very Low,Auto-Approve
APP011669,246195.0,424435.0,488,salaried,home_loan,1.724,0.4958,70.4,4,1,0.8798,372,Very High,Decline
APP022872,120000.0,329046.0,713,self_employed,education,2.7421,0.1189,99.65,1,1,0.0292,882,Very Low,Auto-Approve
APP041963,120000.0,445997.0,897,business_owner,home_loan,3.7166,0.0343,90.85,2,0,0.0828,850,Very Low,Auto-Approve
APP042907,120000.0,210154.0,559,salaried,auto_loan,1.7513,0.3009,97.95,0,0,0.0077,895,Very Low,Auto-Approve
APP026717,123756.0,127118.0,877,business_owner,education,1.0272,0.2211,89.85,2,0,0.0054,897,Very Low,Auto-Approve
APP036260,133081.0,44374.0,608,self_employed,auto_loan,0.3334,0.2625,100.0,0,0,0.0109,893,Very Low,Auto-Approve
APP002145,120000.0,276813.0,453,salaried,personal_loan,2.3068,0.4329,86.65,1,0,0.3162,710,Medium,Manual Review
APP027799,120000.0,124000.0,707,business_owner,home_loan,1.0333,0.291,99.35,1,0,0.0041,898,Very Low,Auto-Approve
APP038848,224788.0,707665.0,360,salaried,personal_loan,3.1481,0.0456,64.0,2,1,0.9896,306,Very High,Decline
APP020049,120000.0,339062.0,824,salaried,auto_loan,2.8255,0.8279,93.2,1,1,0.0856,849,Very Low,Auto-Approve
APP036831,181602.0,41364.0,827,business_owner,education,0.2278,0.3044,100.0,1,0,0.0008,900,Very Low,Auto-Approve
APP041320,331784.0,587936.0,487,salaried,personal_loan,1.772,0.1128,88.35,1,0,0.288,727,Medium,Manual Review
APP046192,245677.0,1091872.0,481,self_employed,home_loan,4.4443,0.188,82.05,2,1,0.9929,304,Very High,Decline
APP010108,120000.0,478272.0,316,freelance,personal_loan,3.9856,0.437,73.8,0,1,0.9899,306,Very High,Decline
APP014949,120000.0,391708.0,829,self_employed,auto_loan,3.2642,0.2125,87.45,2,1,0.5551,567,High,Decline
APP021718,151110.0,46564.0,529,self_employed,personal_loan,0.3081,0.1876,90.45,1,0,0.0715,857,Very Low,Auto-Approve
APP035676,120000.0,519044.0,546,business_owner,auto_loan,4.3254,0.2165,97.3,0,1,0.8694,378,Very High,Decline
APP039938,201567.0,653340.0,519,salaried,home_loan,3.2413,0.2873,83.95,2,1,0.9542,327,Very High,Decline
APP000642,133020.0,56335.0,622,salaried,home_loan,0.4235,0.4816,95.1,1,0,0.0044,897,Very Low,Auto-Approve
APP017896,216782.0,852167.0,853,self_employed,personal_loan,3.931,0.3531,100.0,0,0,0.0847,849,Very Low,Auto-Approve
APP021360,155620.0,770687.0,360,salaried,auto_loan,4.9524,0.3977,76.0,0,1,0.9943,303,Very High,Decline
APP026131,145042.0,580451.0,888,business_owner,education,4.0019,0.3303,96.4,1,0,0.0746,855,Very Low,Auto-Approve
APP043694,304066.0,994361.0,584,self_employed,home_loan,3.2702,0.6589,93.2,1,0,0.9302,342,Very High,Decline
APP023457,120000.0,336204.0,576,salaried,personal_loan,2.8017,0.1949,98.8,0,0,0.0393,876,Very Low,Auto-Approve
APP007311,150154.0,164927.0,898,salaried,personal_loan,1.0984,0.3136,100.0,1,0,0.0033,898,Very Low,Auto-Approve
APP020010,120000.0,47063.0,636,salaried,personal_loan,0.3922,0.0969,95.8,1,0,0.0116,893,Very Low,Auto-Approve
APP043973,120000.0,485752.0,327,salaried,personal_loan,4.0479,0.5226,56.35,3,1,0.9962,302,Very High,Decline
APP041464,269281.0,306638.0,323,salaried,personal_loan,1.1387,0.3315,86.15,0,0,0.402,659,Medium,Manual Review
APP022347,120000.0,588544.0,368,salaried,home_loan,4.9045,0.1352,76.4,2,1,0.9761,314,Very High,Decline
APP027163,237859.0,950772.0,514,self_employed,auto_loan,3.9972,0.1073,89.7,1,1,0.9529,328,Very High,Decline
APP046923,120000.0,292194.0,715,salaried,business,2.4349,0.1227,100.0,0,0,0.0123,893,Very Low,Auto-Approve
APP044606,120000.0,42245.0,661,salaried,personal_loan,0.352,0.2442,91.05,2,0,0.0234,886,Very Low,Auto-Approve
APP004070,120000.0,92372.0,816,salaried,personal_loan,0.7698,0.2191,92.8,1,0,0.0015,899,Very Low,Auto-Approve
APP036366,120000.0,123929.0,584,self_employed,education,1.0327,0.1436,93.2,1,0,0.0286,883,Very Low,Auto-Approve
APP016200,212642.0,446134.0,857,business_owner,personal_loan,2.0981,0.2769,100.0,0,0,0.0012,899,Very Low,Auto-Approve
APP024984,128888.0,174239.0,523,self_employed,home_loan,1.3519,0.4664,78.15,1,0,0.2165,770,Low,Approve
APP013844,122239.0,551683.0,380,self_employed,education,4.5131,0.1961,89.0,0,1,0.9632,322,Very High,Decline
APP019042,120000.0,93434.0,583,business_owner,business,0.7786,0.6319,93.15,1,0,0.0612,863,Very Low,Auto-Approve
APP034066,136349.0,586098.0,862,salaried,personal_loan,4.2985,0.384,100.0,0,0,0.1115,833,Low,Approve
APP043817,120000.0,211511.0,619,salaried,business,1.7626,0.3262,94.95,1,0,0.0317,881,Very Low,Auto-Approve
APP017388,120000.0,199160.0,312,self_employed,personal_loan,1.6597,0.2576,85.6,0,0,0.4897,606,High,Decline
APP008263,120000.0,586798.0,350,salaried,home_loan,4.89,0.3139,69.5,1,1,0.9923,305,Very High,Decline
APP038385,166343.0,97675.0,382,business_owner,home_loan,0.5872,0.3905,83.1,1,0,0.2907,726,Medium,Manual Review
APP037557,120000.0,408207.0,597,business_owner,home_loan,3.4017,0.3141,93.85,1,0,0.4852,609,High,Decline
APP043812,120000.0,174296.0,768,salaried,personal_loan,1.4525,0.3097,100.0,1,0,0.0016,899,Very Low,Auto-Approve
APP047739,120000.0,411316.0,637,business_owner,home_loan,3.4276,0.3062,89.85,2,1,0.6618,503,Very High,Decline
APP024108,120000.0,261540.0,402,salaried,home_loan,2.1795,0.3593,78.1,0,1,0.8019,419,Very High,Decline
APP010047,120000.0,543975.0,364,self_employed,personal_loan,4.5331,0.2402,88.2,0,1,0.9687,319,Very High,Decline
APP017639,120000.0,462743.0,896,salaried,personal_loan,3.8562,0.1868,96.8,1,0,0.0668,860,Very Low,Auto-Approve
APP010224,120000.0,428754.0,433,salaried,business,3.573,0.2905,91.65,0,1,0.9391,337,Very High,Decline
APP028856,120000.0,35937.0,404,salaried,business,0.2995,0.6499,84.2,1,1,0.5546,567,High,Decline
APP048305,120000.0,197902.0,448,salaried,personal_loan,1.6492,0.2395,80.4,2,0,0.3461,692,Medium,Manual Review
APP047409,120000.0,352463.0,310,salaried,home_loan,2.9372,0.5185,73.5,2,1,0.8596,384,Very High,Decline
APP003944,120000.0,541363.0,545,self_employed,home_loan,4.5114,0.1323,97.25,0,1,0.9811,311,Very High,Decline
APP016068,120000.0,279163.0,363,salaried,business,2.3264,0.1331,82.15,1,0,0.3934,664,Medium,Manual Review
APP049735,120000.0,138840.0,782,business_owner,home_loan,1.157,0.5598,100.0,1,0,0.0027,898,Very Low,Auto-Approve
APP032399,120000.0,401268.0,501,salaried,personal_loan,3.3439,0.4087,89.05,1,1,0.9261,344,Very High,Decline
APP025569,120000.0,89131.0,386,self_employed,home_loan,0.7428,0.2889,83.3,1,0,0.1073,836,Low,Approve
APP008852,135308.0,496855.0,344,self_employed,personal_loan,3.672,0.59,69.2,1,1,0.9927,304,Very High,Decline
APP027928,279290.0,411797.0,659,salaried,personal_loan,1.4744,0.3426,100.0,0,0,0.0079,895,Very Low,Auto-Approve
APP029518,120000.0,377111.0,449,salaried,auto_loan,3.1426,0.4608,92.45,0,1,0.9198,348,Very High,Decline
APP035199,255487.0,716476.0,883,business_owner,business,2.8044,0.0738,100.0,1,0,0.006,896,Very Low,Auto-Approve
